game_no,attacking_team,defending_team,game_time,x_axis,y_axis,distance_to_goal,play_type,assist,outcome
1,Brisbane,Canberra,2.06,16.55,18.48,20.16,Open play,Throw-in,Saved
1,Canberra,Brisbane,4.14,18.76,44.9,23.96,Open play,Long pass,Missed
1,Brisbane,Canberra,7.54,9.3,27.4,9.66,Open play,Short pass,Goal
1,Brisbane,Canberra,10.24,13.83,28.86,13.88,Set play,Cross,Goal
1,Canberra,Brisbane,17.22,5.95,35.38,8.02,Set play,Cross,Saved
1,Canberra,Brisbane,22.58,32.95,35.38,33.39,Open play,Short pass,Saved
1,Brisbane,Canberra,37.07,25.85,15.99,29.4,Open play,Turnover,Missed
1,Canberra,Brisbane,38.33,9.84,36.21,11.64,Open play,Long pass,Goal
1,Canberra,Brisbane,50.06,12.36,19.66,16.11,Open play,Long pass,Saved
1,Brisbane,Canberra,51.31,16.9,19.93,19.67,Open play,Medium pass,Saved
1,Brisbane,Canberra,58.57,10.88,43.81,17.58,Open play,Medium through,Saved
1,Brisbane,Canberra,61.46,26.83,35.92,27.48,Open play,Turnover,Saved
1,Brisbane,Canberra,62.4,10.2,23.05,12.34,Open play,Medium through,Missed
1,Brisbane,Canberra,69.07,9.55,34.67,10.63,Corner,Corner,Blocked
1,Brisbane,Canberra,69.1,15.45,42.77,20.04,Open play,Short pass,Blocked
1,Brisbane,Canberra,70.22,26.8,36.96,27.69,Open play,Short pass,Saved
1,Brisbane,Canberra,72.23,19.99,41.52,23.07,Open play,Medium pass,Blocked
1,Brisbane,Canberra,76.2,18.58,17.23,22.55,Open play,Medium pass,Missed
1,Brisbane,Canberra,80.33,16.02,16.19,21.15,Open play,Medium pass,Missed
1,Brisbane,Canberra,83.53,16.6,44.43,22,Open play,Short pass,Missed
1,Brisbane,Canberra,85.05,17.2,15.99,22.18,Open play,Medium pass,Saved
1,Brisbane,Canberra,86.41,14.12,37.58,16.03,Open play,Medium through,Saved
1,Brisbane,Canberra,87.42,25.74,24.5,26.32,Open play,Medium pass,Missed
2,Canberra,Sydney,7.35,17.16,26.9,17.44,Open play,Turnover,Goal
2,Sydney,Canberra,10.31,16.98,10.69,25.71,Open play,Short pass,Missed
2,Sydney,Canberra,16.37,8.24,19.31,13.5,Corner,Header,Missed
2,Canberra,Sydney,38.23,17.12,19.27,20.2,Corner,Corner,Saved
2,Canberra,Sydney,40.02,21.23,27.94,21.33,Set play,Short pass,Missed
2,Canberra,Sydney,47.37,23.29,27.72,23.4,Set play,Short pass,Missed
2,Canberra,Sydney,48.37,10.96,29.32,10.98,Open play,Short pass,Missed
2,Canberra,Sydney,52.44,6.62,28.63,6.76,Corner,Corner,Missed
2,Canberra,Sydney,54.12,19.86,42.56,23.5,Open play,Medium pass,Blocked
2,Canberra,Sydney,42.5,6.36,33.42,7.22,Open play,Cross,Saved
2,Canberra,Sydney,55.38,10.73,37.54,13.11,Open play,Medium through,Saved
2,Canberra,Sydney,57.26,4.56,27.72,5.1,Open play,Cross,Goal
2,Canberra,Sydney,65.11,5.65,21.1,10.54,Corner,Corner,Missed
2,Canberra,Sydney,68.25,8.45,22.5,11.3,Open play,Cross,Goal
2,Canberra,Sydney,69.34,5.52,37.99,9.71,Open play,Long through,Saved
2,Canberra,Sydney,70.3,8.68,28.87,8.75,Open play,Medium pass,Saved
2,Canberra,Sydney,77.19,17.33,22.47,18.9,Open play,Long through,Saved
2,Canberra,Sydney,78.28,20.09,36.62,21.15,Open play,Short pass,Saved
2,Canberra,Sydney,93.42,10.5,33,10.92,Corner,Corner,Missed
2,Sydney,Canberra,18.49,16.7,35.53,17.59,Open play,Short pass,Saved
2,Sydney,Canberra,33.57,11.19,17.95,16.44,Open play,Short pass,Missed
2,Sydney,Canberra,35.31,28.54,41.01,30.59,Open play,Turnover,Missed
2,Sydney,Canberra,41.44,27.63,38.04,28.78,Open play,Turnover,Missed
2,Sydney,Canberra,46.32,16.92,29.7,16.92,Open play,Medium pass,Saved
2,Sydney,Canberra,47.11,17.89,36.84,19.15,Corner,Header,Missed
2,Sydney,Canberra,79.19,18.35,21.09,20.4,Open play,Long through,Saved
2,Sydney,Canberra,85.3,11.24,36.61,13.04,Open play,Long pass,Blocked
2,Sydney,Canberra,91.24,19.72,27.89,19.83,Open play,Turnover,Missed
3,Melbourne City,Melbourne Victory,10.02,4.79,28.22,5.11,Corner,Corner,Missed
3,Melbourne City,Melbourne Victory,10.06,20.09,27.08,20.3,Corner,Short pass,Saved
3,Melbourne City,Melbourne Victory,26.01,8.9,20.92,12.71,Open play,Short through,Missed
3,Melbourne City,Melbourne Victory,34.05,16.67,47.63,24.26,Open play,Medium pass,Saved
3,Melbourne City,Melbourne Victory,35.59,18.95,27.31,19.14,Open play,Short pass,Saved
3,Melbourne City,Melbourne Victory,43.36,16.89,36.21,18,Open play,Header,Missed
3,Melbourne City,Melbourne Victory,45.33,10.06,50.37,22.72,Open play,Long through,Blocked
3,Melbourne City,Melbourne Victory,48.04,9.36,29.49,9.37,Open play,Short pass,Goal
3,Melbourne City,Melbourne Victory,51.15,10.96,33.15,11.4,Open play,Cross,Missed
3,Melbourne City,Melbourne Victory,53.3,18.95,15.34,23.96,Open play,Header,Missed
3,Melbourne City,Melbourne Victory,70.3,22.15,35.8,22.9,Open play,Short pass,Blocked
3,Melbourne Victory,Melbourne City,24.04,6.85,28.58,7,Corner,Corner,Missed
3,Melbourne Victory,Melbourne City,24.05,4.57,31.55,4.83,Corner,Missed shot,Saved
3,Melbourne Victory,Melbourne City,81.35,22.6,42.38,25.77,Open play,Header,Blocked
3,Melbourne Victory,Melbourne City,91.4,14.38,50.83,25.31,Open play,Medium through,Goal
4,Canberra,Newcastle,9.14,17.43,44.72,22.81,Open play,Medium pass,Blocked
4,Canberra,Newcastle,27.34,20.64,9.71,28.94,Open play,Medium pass,Missed
4,Canberra,Newcastle,36.27,27.98,18.42,30.28,Open play,Turnover,Missed
4,Canberra,Newcastle,39.2,5.73,32.94,6.44,Open play,Cross,Saved
4,Canberra,Newcastle,40.34,11.7,29.51,11.71,Corner,Corner,Missed
4,Canberra,Newcastle,47.28,5.6,27.67,6.07,Open play,Cross,Missed
4,Canberra,Newcastle,55.14,21.56,28.73,21.6,Open play,Turnover,Missed
4,Canberra,Newcastle,63.26,6.42,28.2,6.67,Open play,Cross,Saved
4,Canberra,Newcastle,63.31,26.15,28.36,26.2,Corner,Short pass,Missed
4,Canberra,Newcastle,75.29,25.92,30.7,25.93,Open play,Short pass,Saved
4,Canberra,Newcastle,76.29,20.87,28.36,20.93,Open play,Short pass,Saved
4,Canberra,Newcastle,77.01,13.53,43.04,18.79,Open play,Cross,Saved
4,Canberra,Newcastle,87.02,4.3,22.62,8.54,Open play,Cross,Missed
4,Newcastle,Canberra,6.13,25.46,27.75,25.56,Open play,Turnover,Saved
4,Newcastle,Canberra,13.26,19.27,27.75,19.4,Open play,Short pass,Saved
4,Newcastle,Canberra,14.16,4.69,27.52,5.31,Corner,Corner,Missed
4,Newcastle,Canberra,22.09,5.1,41.6,12.67,Open play,Turnover,Saved
4,Newcastle,Canberra,29.22,27.75,28.55,27.79,Open play,Short pass,Missed
4,Newcastle,Canberra,34.16,4.67,25.92,6.2,Open play,Cross,Saved
4,Newcastle,Canberra,40.59,19.27,38.83,21.2,Open play,Medium pass,Missed
4,Newcastle,Canberra,42.32,9.72,44.79,17.7,Open play,Cross,Missed
4,Newcastle,Canberra,53.59,10.78,41.65,15.87,Open play,Medium pass,Saved
4,Newcastle,Canberra,79.22,13.95,32.02,14.1,Open play,Long pass,Missed
4,Newcastle,Canberra,94.03,13.3,18.65,17.48,Open play,Header,Missed
5,Sydney,Canberra,7.33,17.62,26.29,18.01,Open play,Short pass,Blocked
5,Sydney,Canberra,23,24.94,26.62,25.17,Open play,Short pass,Missed
5,Sydney,Canberra,23.44,14.5,32.29,14.68,Open play,Turnover,Missed
5,Sydney,Canberra,34.24,23.34,27.76,23.45,Open play,Throw-in,Saved
5,Sydney,Canberra,52.02,3.89,39.56,10.32,Open play,Long pass,Saved
5,Sydney,Canberra,60.58,8.47,26.06,9.34,Corner,Corner,Blocked
5,Sydney,Canberra,60.59,8.12,25.98,9.06,Corner,Missed shot,Missed
5,Sydney,Canberra,73.28,19.45,24.23,20.29,Open play,Short pass,Saved
5,Sydney,Canberra,77.44,13.56,25.18,14.39,Open play,Cross,Blocked
5,Canberra,Sydney,10.42,5.89,32.7,6.48,Open play,Missed shot,Missed
5,Canberra,Sydney,13.14,8.47,37.27,11.16,Corner,Cross,Missed
5,Canberra,Sydney,13.15,5.74,28.95,5.84,Corner,Missed shot,Missed
5,Canberra,Sydney,15.32,5.95,19.65,11.94,Open play,Cross,Missed
5,Canberra,Sydney,29.56,8.47,20.57,12.68,Corner,Corner,Blocked
5,Canberra,Sydney,29.58,16.7,18.51,20.27,Corner,Missed shot,Blocked
5,Canberra,Sydney,31.06,16.93,32.24,17.08,Set play,Free Kick,Missed
5,Canberra,Sydney,36.18,11.76,30.87,11.79,Open play,Cross,Missed
5,Canberra,Sydney,37.45,24.71,18.05,27.45,Open play,Short pass,Missed
5,Sydney,Canberra,41.41,15.65,20.44,18.34,Open play,Medium pass,Saved
5,Canberra,Sydney,43.55,12.81,16.45,18.65,Open play,Short pass,Missed
5,Canberra,Sydney,45.39,29.52,12.42,34.36,Open play,Medium pass,Missed
5,Canberra,Sydney,58.46,21.51,22.17,22.89,Open play,Short pass,Missed
5,Canberra,Sydney,62.44,23.57,37.27,24.67,Open play,Short pass,Missed
5,Canberra,Sydney,63.51,1.83,23.31,6.94,Open play,Long through,Missed
5,Canberra,Sydney,74.24,16.45,26.6,16.8,Open play,Short through,Blocked
5,Canberra,Sydney,82.18,11.9,19.88,15.62,Corner,Corner,Blocked
5,Canberra,Sydney,87.29,7.32,27.75,7.66,Open play,Cross,Goal
5,Canberra,Sydney,90.28,18.54,37.96,20.18,Open play,Medium through,Blocked
6,Western Sydney,Canberra,16.31,14.5,34.33,15.13,Corner,Corner,Missed
6,Western Sydney,Canberra,21.37,17.62,33.84,18.03,Open play,Cross,Missed
6,Western Sydney,Canberra,35.15,26.77,29.7,26.77,Open play,Short pass,Saved
6,Western Sydney,Canberra,41.33,16.7,18.74,20.14,Open play,Short pass,Missed
6,Western Sydney,Canberra,41.46,7.78,28.66,7.89,Corner,Header,Saved
6,Western Sydney,Canberra,45.19,8.24,39.65,12.69,Open play,Short through,Missed
6,Western Sydney,Canberra,51.18,11.2,37.36,13.4,Open play,Short pass,Saved
6,Western Sydney,Canberra,54.09,5.85,34.3,7.26,Open play,Cross,Blocked
6,Western Sydney,Canberra,54.1,11,33.56,11.56,Open play,Missed shot,Missed
6,Western Sydney,Canberra,54.13,6.64,28.29,6.86,Open play,Header,Missed
6,Western Sydney,Canberra,69.25,16.25,25.17,16.95,Open play,Long pass,Saved
6,Western Sydney,Canberra,70.37,22.43,40.33,24.69,Open play,Short pass,Blocked
6,Western Sydney,Canberra,73.23,5.4,30.72,5.45,Corner,Corner,Missed
6,Western Sydney,Canberra,77.15,5.6,27.98,5.95,Open play,Short pass,Missed
6,Western Sydney,Canberra,77.17,8.01,40.02,12.83,Open play,Missed shot,Goal
6,Western Sydney,Canberra,86.34,21.28,26.75,21.53,Open play,Short pass,Saved
6,Western Sydney,Canberra,91.03,7.09,24.5,8.97,Open play,Header,Missed
6,Canberra,Western Sydney,2.15,9.38,26.32,10.08,Corner,Corner,Missed
6,Canberra,Western Sydney,4.05,1.35,27.6,2.75,Corner,Corner,Missed
6,Canberra,Western Sydney,4.09,17.85,17.22,21.95,Corner,Header,Missed
6,Canberra,Western Sydney,12.38,5.45,32.93,6.19,Corner,Corner,Missed
6,Canberra,Western Sydney,13.43,5.62,33.6,6.67,Corner,Corner,Goal
6,Canberra,Western Sydney,18.36,28.38,21.65,29.58,Open play,Medium pass,Missed
6,Canberra,Western Sydney,23.33,15.23,32.16,15.38,Open play,Turnover,Saved
6,Canberra,Western Sydney,44.19,35.01,31.7,35.05,Open play,Long pass,Saved
6,Canberra,Western Sydney,45.1,11.1,29.58,11.11,Open play,Cross,Missed
6,Canberra,Western Sydney,49.31,25.4,34.6,25.81,Open play,Medium pass,Saved
6,Canberra,Western Sydney,60.04,18.08,21.8,19.85,Open play,Medium pass,Saved
6,Canberra,Western Sydney,65,11.62,30.2,11.62,Open play,Medium pass,Saved
6,Canberra,Western Sydney,70.11,5.95,22.88,9.28,Open play,Header,Saved
6,Canberra,Western Sydney,75.1,29.52,24.77,29.98,Open play,Long pass,Missed
6,Canberra,Western Sydney,78.36,11,28.95,11.05,Set play,Free Kick,Goal
6,Canberra,Western Sydney,79.12,4.23,23.48,7.77,Open play,Cross,Missed
6,Canberra,Western Sydney,83.18,9.75,29.54,9.76,Open play,Short through,Goal
7,Melbourne City,Canberra,4.1,11.2,34.67,12.13,Open play,Short through,Goal
7,Melbourne City,Canberra,7.14,6.12,22.54,9.65,Corner,Corner,Missed
7,Melbourne City,Canberra,10.03,12.81,32.38,13.03,Open play,Long through,Goal
7,Melbourne City,Canberra,17.15,12.21,43.2,17.98,Open play,Medium pass,Missed
7,Melbourne City,Canberra,23.3,12.78,27.89,12.95,Open play,Cross,Missed
7,Melbourne City,Canberra,32.15,10.81,23.17,12.79,Open play,Short pass,Missed
7,Melbourne City,Canberra,36.02,26.09,24.09,26.75,Open play,Turnover,Blocked
7,Melbourne City,Canberra,36.06,6.15,32.13,6.51,Open play,Cross,Missed
7,Melbourne City,Canberra,37.15,16.05,23.4,17.35,Open play,Medium through,Missed
7,Melbourne City,Canberra,40.32,16.75,22.71,18.27,Open play,Medium pass,Goal
7,Melbourne City,Canberra,44.36,8.88,36.44,10.97,Open play,Medium through,Saved
7,Melbourne City,Canberra,49.25,10.84,42.16,16.29,Open play,Cross,Missed
7,Melbourne City,Canberra,51.11,3.43,23.64,7.23,Set play,Free Kick,Missed
7,Melbourne City,Canberra,61.28,13.53,31.04,13.57,Open play,Medium through,Blocked
7,Melbourne City,Canberra,66.32,12.53,36.95,14.33,Open play,Short pass,Saved
7,Melbourne City,Canberra,67.05,8.47,38.43,11.95,Open play,Short through,Saved
7,Melbourne City,Canberra,67.4,32.27,30.57,32.28,Corner,Corner,Missed
7,Melbourne City,Canberra,69.23,8.92,38.43,12.27,Open play,Cross,Missed
7,Melbourne City,Canberra,73.02,34.1,21.67,35.1,Open play,Short pass,Missed
7,Melbourne City,Canberra,86.18,5.2,37.06,8.77,Open play,Long through,Blocked
7,Melbourne City,Canberra,86.21,1.85,32.21,2.88,Open play,Missed shot,Goal
7,Canberra,Melbourne City,5.06,13.27,20.35,16.41,Open play,Short pass,Missed
7,Canberra,Melbourne City,24.18,26.77,38.2,28,Set play,Short pass,Saved
7,Canberra,Melbourne City,28.29,11.15,22.98,13.18,Open play,Medium through,Goal
7,Canberra,Melbourne City,30.26,28.6,36.14,29.25,Open play,Turnover,Blocked
7,Canberra,Melbourne City,57.54,22.2,39.11,24,Open play,Medium pass,Missed
7,Canberra,Melbourne City,59,5.35,35.9,7.96,Open play,Cross,Goal
7,Canberra,Melbourne City,60.09,17.7,22.49,19.23,Open play,Cross,Missed
7,Canberra,Melbourne City,84.28,21.97,39.65,24,Open play,Medium pass,Blocked
7,Canberra,Melbourne City,88.06,11.65,26.29,12.23,Open play,Cross,Saved
7,Canberra,Melbourne City,90.38,25.4,29.12,25.42,Corner,Header,Missed
7,Canberra,Melbourne City,92.46,10.73,16.62,17.15,Open play,Medium pass,Saved
7,Canberra,Melbourne City,92.49,11.75,24.01,13.19,Open play,Missed shot,Blocked
8,Adelaide,Newcastle,12.4,17.85,31.27,17.9,Open play,Medium pass,Saved
8,Adelaide,Newcastle,15.35,19.68,33.84,20.05,Open play,Short pass,Missed
8,Adelaide,Newcastle,21.05,17.99,32.1,18.11,Open play,Short pass,Blocked
8,Adelaide,Newcastle,28.58,13.27,28.21,13.39,Open play,Cross,Missed
8,Adelaide,Newcastle,41.54,12.48,29.2,12.51,Set play,Free Kick,Missed
8,Adelaide,Newcastle,59.1,4.11,32.85,5,Corner,Missed shot,Goal
8,Adelaide,Newcastle,86.53,12.81,24.01,14.14,Open play,Cross,Missed
8,Newcastle,Adelaide,7.3,25.17,21.95,26.43,Open play,Short pass,Missed
8,Newcastle,Adelaide,23.3,16.97,11.4,25.18,Corner,Short pass,Missed
8,Newcastle,Adelaide,26.19,5.6,31.8,5.88,Corner,Corner,Saved
8,Newcastle,Adelaide,28,6.3,30.8,6.35,Open play,Short through,Saved
8,Newcastle,Adelaide,31.37,27,32.8,27.14,Open play,Short pass,Blocked
8,Newcastle,Adelaide,35.45,24.03,34.23,24.4,Open play,Short pass,Missed
8,Newcastle,Adelaide,39.58,21.51,19.44,23.96,Open play,Medium pass,Missed
8,Newcastle,Adelaide,46.26,8.51,40.79,13.74,Open play,Medium through,Missed
8,Newcastle,Adelaide,47.11,24.09,28.58,24.13,Open play,Short pass,Missed
8,Newcastle,Adelaide,48.17,5.7,32.3,6.15,Corner,Corner,Saved
8,Newcastle,Adelaide,50.3,6.35,24.47,8.42,Open play,Cross,Missed
8,Newcastle,Adelaide,53.58,21.97,29.8,21.97,Open play,Turnover,Missed
8,Newcastle,Adelaide,72.36,5.6,36.9,8.89,Open play,Cross,Saved
8,Newcastle,Adelaide,74,10.72,19.74,14.84,Open play,Long through,Missed
8,Newcastle,Adelaide,77.48,5.32,40.56,11.82,Open play,Short pass,Missed
8,Newcastle,Adelaide,81.06,20.14,20.28,22.36,Open play,Medium pass,Saved
8,Newcastle,Adelaide,82.27,10.78,26.6,11.3,Open play,Cross,Saved
8,Newcastle,Adelaide,83.23,7.55,40.33,12.79,Open play,Short through,Saved
8,Newcastle,Adelaide,83.24,2.7,31.2,2.95,Open play,Missed shot,Goal
8,Newcastle,Adelaide,85.46,21.74,33.47,22.02,Open play,Long through,Saved
8,Newcastle,Adelaide,89.22,7.55,22.94,10.34,Set play,Free Kick,Missed
9,Brisbane,Canberra,14.25,16.3,18.82,19.77,Open play,Turnover,Missed
9,Brisbane,Canberra,17.41,17.39,43.54,22.04,Open play,Short pass,Saved
9,Brisbane,Canberra,19.01,16.4,22.49,18.04,Open play,Long through,Saved
9,Brisbane,Canberra,23.52,13.59,21.34,16.11,Open play,Turnover,Missed
9,Brisbane,Canberra,29.12,28.09,39.19,29.56,Open play,Short pass,Missed
9,Brisbane,Canberra,29.19,5.85,26.6,6.77,Open play,Missed shot,Saved
9,Brisbane,Canberra,42.21,4.8,31.3,4.97,Open play,Cross,Saved
9,Brisbane,Canberra,44.23,21.14,39.88,23.33,Open play,Turnover,Missed
9,Brisbane,Canberra,58.42,11.2,29.1,11.24,Corner,Corner,Blocked
9,Brisbane,Canberra,58.43,7.5,30.25,7.5,Corner,Missed shot,Blocked
9,Brisbane,Canberra,64,18.76,18.35,22.08,Open play,Medium through,Blocked
9,Brisbane,Canberra,65.48,20.25,29.8,20.25,Open play,Medium pass,Saved
9,Brisbane,Canberra,75.32,5.3,23.35,8.5,Open play,Cross,Missed
9,Brisbane,Canberra,80.07,11,27.36,11.31,Open play,Turnover,Saved
9,Brisbane,Canberra,84.41,19.2,27.56,19.35,Open play,Medium pass,Blocked
9,Canberra,Brisbane,3,15.8,35.74,16.81,Open play,Short pass,Saved
9,Canberra,Brisbane,5.31,6.27,29.8,6.27,Corner,Corner,Saved
9,Canberra,Brisbane,6.4,4.65,23.2,8.24,Corner,Corner,Missed
9,Canberra,Brisbane,19.21,20.5,21.27,22.28,Open play,Medium pass,Missed
9,Canberra,Brisbane,28.07,24.26,27.78,24.36,Open play,Short pass,Missed
9,Canberra,Brisbane,38.44,10.65,35.23,11.86,Set play,Free Kick,Saved
9,Canberra,Brisbane,43.04,4.15,32.86,5.04,Open play,Cross,Goal
9,Canberra,Brisbane,48.1,13.45,18.25,17.86,Open play,Medium through,Missed
9,Canberra,Brisbane,50.28,10.35,28.06,10.53,Open play,Short through,Blocked
9,Canberra,Brisbane,55.54,6.05,29.04,6.13,Set play,Free Kick,Missed
9,Canberra,Brisbane,59.02,13.36,42.16,18.07,Open play,Long through,Goal
9,Canberra,Brisbane,68.53,24.51,16.72,27.88,Set play,Header,Blocked
9,Canberra,Brisbane,76.2,19.3,31.1,19.33,Open play,Short pass,Missed
9,Canberra,Brisbane,81.01,7.6,32.3,7.94,Open play,Cross,Saved
9,Canberra,Brisbane,86.15,5.1,35.76,7.69,Open play,Cross,Blocked
9,Canberra,Brisbane,87.55,28.6,32.01,28.67,Open play,Short pass,Missed
10,Melbourne City,Sydney,8.15,17.8,21.8,19.6,Open play,Short pass,Missed
10,Melbourne City,Sydney,9.2,20.85,29.69,20.85,Open play,Turnover,Missed
10,Melbourne City,Sydney,9.58,5.65,22.03,9.77,Open play,Medium through,Goal
10,Melbourne City,Sydney,24.34,10.1,38.96,13.5,Corner,Short pass,Blocked
10,Melbourne City,Sydney,25.42,9.8,29.7,9.8,Open play,Turnover,Missed
10,Melbourne City,Sydney,35.08,5.9,36.9,9.08,Open play,Cross,Missed
10,Melbourne City,Sydney,35.44,10.7,25,11.81,Open play,Short through,Missed
10,Melbourne City,Sydney,38.43,12.65,37.13,14.52,Open play,Medium through,Goal
10,Melbourne City,Sydney,42.45,8.24,25.46,9.41,Open play,Short through,Goal
10,Melbourne City,Sydney,44.45,16.12,40.79,19.4,Open play,Short pass,Goal
10,Melbourne City,Sydney,48.52,19.65,26.92,19.89,Open play,Medium through,Missed
10,Melbourne City,Sydney,59.26,21.74,18.52,24.58,Open play,Short pass,Missed
10,Melbourne City,Sydney,60.27,9.84,31.23,9.92,Open play,Cross,Goal
10,Melbourne City,Sydney,62.57,14.5,36.66,15.96,Open play,Cross,Missed
10,Melbourne City,Sydney,65.24,23.11,33.62,23.39,Open play,Medium pass,Saved
10,Melbourne City,Sydney,89.51,8.7,22.63,11.4,Open play,Medium through,Goal
10,Melbourne City,Sydney,93.17,10.85,31.75,10.99,Corner,Corner,Missed
10,Melbourne City,Sydney,93.19,8.55,31.2,8.63,Corner,Missed shot,Saved
10,Sydney,Melbourne City,12.5,19.94,37.8,21.41,Open play,Medium pass,Missed
10,Sydney,Melbourne City,31.09,23.57,23.1,24.56,Open play,Short through,Missed
10,Sydney,Melbourne City,33.24,12.44,25.39,13.27,Open play,Cross,Missed
10,Sydney,Melbourne City,39.44,20.45,34.77,21,Open play,Medium pass,Saved
10,Sydney,Melbourne City,45.5,10.65,40.33,14.84,Open play,Throw-in,Saved
10,Sydney,Melbourne City,50.17,17.74,20.14,20.3,Open play,Header,Blocked
10,Sydney,Melbourne City,63.46,16.15,39.42,18.7,Open play,Medium through,Saved
10,Sydney,Melbourne City,64.44,20.16,28.6,20.21,Open play,Short pass,Blocked
10,Sydney,Melbourne City,65.37,16.85,26.23,17.27,Open play,Long through,Saved
10,Sydney,Melbourne City,66.08,15.85,27.4,16.06,Open play,Short pass,Blocked
10,Sydney,Melbourne City,74.39,22.65,37.82,23.96,Open play,Short pass,Missed
10,Sydney,Melbourne City,75.11,20.67,29.35,20.68,Open play,Turnover,Blocked
10,Sydney,Melbourne City,76.25,6.86,36.67,9.57,Open play,Cross,Missed
10,Sydney,Melbourne City,82.13,22.43,38.99,24.16,Open play,Medium pass,Saved
10,Sydney,Melbourne City,87.51,21.37,34.93,21.93,Open play,Short pass,Saved
10,Sydney,Melbourne City,88.13,18.62,28.38,18.69,Open play,Turnover,Saved
11,Melbourne City,Perth,8.44,3.95,27.98,4.44,Corner,Cross,Missed
11,Melbourne City,Perth,9.56,13.56,36.44,15.01,Open play,Short pass,Saved
11,Melbourne City,Perth,15.24,27,19.74,28.88,Open play,Medium pass,Blocked
11,Melbourne City,Perth,17.12,11.3,41.94,16.44,Open play,Medium pass,Missed
11,Melbourne City,Perth,18.32,5.85,27.29,6.45,Open play,Cross,Missed
11,Melbourne City,Perth,26.15,16.45,43.16,21.07,Set play,Turnover,Missed
11,Melbourne City,Perth,31.37,3.2,31.95,3.75,Corner,Corner,Saved
11,Melbourne City,Perth,35,20.35,37.82,21.8,Open play,Medium pass,Saved
11,Melbourne City,Perth,41.01,7.1,26.54,7.9,Open play,Cross,Missed
11,Melbourne City,Perth,44.42,5.7,37.22,9.2,Corner,Corner,Missed
11,Melbourne City,Perth,48.14,5.95,28.8,6.07,Open play,Cross,Missed
11,Melbourne City,Perth,48.52,20.5,32.65,20.67,Open play,Header,Saved
11,Melbourne City,Perth,56.18,30.3,10.75,35.9,Corner,Corner,Missed
11,Melbourne City,Perth,62.15,16.4,31.35,16.46,Open play,Medium through,Goal
11,Melbourne City,Perth,64,9.01,32.23,9.28,Open play,Short pass,Missed
11,Melbourne City,Perth,68.1,8.14,25.7,9.21,Set play,Header,Goal
11,Melbourne City,Perth,81.27,13.13,41.14,17.22,Open play,Cross,Missed
11,Melbourne City,Perth,82.29,5.35,26.93,6.17,Open play,Cross,Goal
11,Melbourne City,Perth,87.04,16.31,18.92,19.72,Open play,Medium through,Saved
11,Melbourne City,Perth,92.01,30.25,7.55,37.67,Open play,Short through,Goal
11,Perth,Melbourne City,34.12,32.04,37.35,32.87,Open play,Medium pass,Saved
11,Perth,Melbourne City,40,31.58,29.8,31.58,Open play,Short pass,Saved
11,Perth,Melbourne City,46.17,14.5,34.14,15.08,Set play,Header,Missed
11,Perth,Melbourne City,70.41,16.13,45.97,22.7,Open play,Turnover,Saved
11,Perth,Melbourne City,85.42,22.53,32.55,22.67,Open play,Short pass,Missed
12,Adelaide,Sydney,12.52,12.21,32.89,12.55,Set play,Free Kick,Missed
12,Adelaide,Sydney,36.48,27.23,23.05,28.1,Open play,Long through,Saved
12,Adelaide,Sydney,49.1,16.7,18.28,20.4,Open play,Short pass,Blocked
12,Adelaide,Sydney,52.57,25.86,39.33,27.49,Open play,Medium pass,Blocked
12,Adelaide,Sydney,57.44,18.08,19.82,20.75,Open play,Short pass,Missed
12,Adelaide,Sydney,78.26,14.7,19.74,17.93,Open play,Cross,Missed
12,Adelaide,Sydney,87.39,29.33,39.19,30.74,Open play,Medium pass,Missed
12,Sydney,Adelaide,21.16,16.65,19.97,19.44,Open play,Header,Blocked
12,Sydney,Adelaide,21.2,20.1,28.21,20.18,Open play,Missed shot,Blocked
12,Sydney,Adelaide,22.03,22.43,42.16,25.51,Open play,Short through,Missed
12,Sydney,Adelaide,22.56,21,16.39,25.02,Open play,Medium pass,Missed
12,Sydney,Adelaide,31.05,19.1,30.1,19.1,Open play,Short pass,Saved
12,Sydney,Adelaide,34.23,9.7,28.35,9.84,Open play,Cross,Missed
12,Sydney,Adelaide,35.45,21.6,27.98,21.69,Open play,Turnover,Blocked
12,Sydney,Adelaide,37.18,23.43,26.38,23.71,Open play,Medium pass,Missed
12,Sydney,Adelaide,39.22,17.5,42.31,21.4,Open play,Turnover,Missed
12,Sydney,Adelaide,46.32,20.5,15.69,25,Open play,Free Kick,Saved
12,Sydney,Adelaide,47.22,20.3,26.9,20.54,Set play,Missed shot,Missed
12,Sydney,Adelaide,54.08,24.8,12.57,30.31,Open play,Short pass,Saved
12,Sydney,Adelaide,59.24,16.55,28.7,16.6,Open play,Medium pass,Blocked
12,Sydney,Adelaide,59.54,26.77,13.8,31.29,Open play,Turnover,Saved
12,Sydney,Adelaide,60.37,13.27,20.04,16.59,Corner,Header,Missed
12,Sydney,Adelaide,61.41,20.45,29.5,20.46,Open play,Medium pass,Missed
12,Sydney,Adelaide,63.4,20.37,24.01,21.23,Open play,Header,Missed
12,Sydney,Adelaide,65.18,22.88,28.22,22.95,Open play,Short pass,Missed
12,Sydney,Adelaide,67.48,11.3,28.75,11.37,Open play,Long through,Goal
12,Sydney,Adelaide,69.04,17.12,17.23,21.36,Open play,Short pass,Blocked
